Name:  Rhay Scott	
File:  lab00a-carter.txt
Date:  July 1, 2020

**********************
Windows PowerShell transcript start
Start time: 20200701100145
Username: MCTHUGGER\McThug
RunAs User: MCTHUGGER\McThug
Configuration Name: 
Machine: MCTHUGGER (Microsoft Windows NT 10.0.18362.0)
Host Application: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Process ID: 20548
PSVersion: 5.1.18362.752
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.18362.752
BuildVersion: 10.0.18362.752
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
Transcript started, output file is C:\Users\McThug\PowerShell_transcript.MCTHUGGER.w+JeuCKQ.20200701100145.txt
PS C:\Users\McThug> get-help get-help

NAME
    Get-Help

SYNTAX
    Get-Help [[-Name] <string>] [-Path <string>] [-Category {Alias | Cmdlet | Provider | General | FAQ | Glossary | HelpFile | ScriptCommand | Function | Filter | ExternalScript | All |
    DefaultHelp | Workflow | DscResource | Class | Configuration}] [-Component <string[]>] [-Functionality <string[]>] [-Role <string[]>] [-Full]  [<CommonParameters>]

    Get-Help [[-Name] <string>] -Detailed [-Path <string>] [-Category {Alias | Cmdlet | Provider | General | FAQ | Glossary | HelpFile | ScriptCommand | Function | Filter | ExternalScript
    | All | DefaultHelp | Workflow | DscResource | Class | Configuration}] [-Component <string[]>] [-Functionality <string[]>] [-Role <string[]>]  [<CommonParameters>]

    Get-Help [[-Name] <string>] -Examples [-Path <string>] [-Category {Alias | Cmdlet | Provider | General | FAQ | Glossary | HelpFile | ScriptCommand | Function | Filter | ExternalScript
    | All | DefaultHelp | Workflow | DscResource | Class | Configuration}] [-Component <string[]>] [-Functionality <string[]>] [-Role <string[]>]  [<CommonParameters>]

    Get-Help [[-Name] <string>] -Parameter <string> [-Path <string>] [-Category {Alias | Cmdlet | Provider | General | FAQ | Glossary | HelpFile | ScriptCommand | Function | Filter |
    ExternalScript | All | DefaultHelp | Workflow | DscResource | Class | Configuration}] [-Component <string[]>] [-Functionality <string[]>] [-Role <string[]>]  [<CommonParameters>]

    Get-Help [[-Name] <string>] -Online [-Path <string>] [-Category {Alias | Cmdlet | Provider | General | FAQ | Glossary | HelpFile | ScriptCommand | Function | Filter | ExternalScript |
    All | DefaultHelp | Workflow | DscResource | Class | Configuration}] [-Component <string[]>] [-Functionality <string[]>] [-Role <string[]>]  [<CommonParameters>]

    Get-Help [[-Name] <string>] -ShowWindow [-Path <string>] [-Category {Alias | Cmdlet | Provider | General | FAQ | Glossary | HelpFile | ScriptCommand | Function | Filter |
    ExternalScript | All | DefaultHelp | Workflow | DscResource | Class | Configuration}] [-Component <string[]>] [-Functionality <string[]>] [-Role <string[]>]  [<CommonParameters>]


ALIASES
    None


REMARKS
    Get-Help cannot find the Help files for this cmdlet on this computer. It is displaying only partial help.
        -- To download and install Help files for the module that includes this cmdlet, use Update-Help.
        -- To view the Help topic for this cmdlet online, type: "Get-Help Get-Help -Online" or
           go to https://go.microsoft.com/fwlink/?LinkID=113316.



PS C:\Users\McThug> get-command

CommandType     Name                                               Version    Source
Cmdlet          Get-DeliveryOptimizationLog                        1.0.2.0    DeliveryOptimization
Cmdlet          Get-DeliveryOptimizationPerfSnap                   1.0.2.0    DeliveryOptimization
Cmdlet          Get-DeliveryOptimizationPerfSnapThisMonth          1.0.2.0    DeliveryOptimization
Cmdlet          Get-DeliveryOptimizationStatus                     1.0.2.0    DeliveryOptimization
Cmdlet          Get-DOConfig                                       1.0.2.0    DeliveryOptimization
Cmdlet          Get-DODownloadMode                                 1.0.2.0    DeliveryOptimization
Cmdlet          Get-DOPercentageMaxBackgroundBandwidth             1.0.2.0    DeliveryOptimization
Cmdlet          Get-DOPercentageMaxForegroundBandwidth             1.0.2.0    DeliveryOptimization
Cmdlet          Get-Event                                          3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-EventLog                                       3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-EventSubscriber                                3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-ExecutionPolicy                                3.0.0.0    Microsoft.PowerShell.Security
Cmdlet          Get-FormatData                                     3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-Help                                           3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-History                                        3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-Host                                           3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-HotFix                                         3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-IISAppPool                                     1.1.0.0    IISAdministration
Cmdlet          Get-IISCentralCertProvider                         1.1.0.0    IISAdministration
Cmdlet          Get-IISConfigAttributeValue                        1.1.0.0    IISAdministration
Cmdlet          Get-IISConfigCollection                            1.1.0.0    IISAdministration
Cmdlet          Get-IISConfigCollectionElement                     1.1.0.0    IISAdministration
Cmdlet          Get-IISConfigElement                               1.1.0.0    IISAdministration
Cmdlet          Get-IISConfigSection                               1.1.0.0    IISAdministration
Cmdlet          Get-IISServerManager                               1.1.0.0    IISAdministration
Cmdlet          Get-IISSharedConfig                                1.1.0.0    IISAdministration
Cmdlet          Get-IISSite                                        1.1.0.0    IISAdministration
Cmdlet          Get-IISSiteBinding                                 1.1.0.0    IISAdministration
Cmdlet          Get-Item                                           3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-ItemProperty                                   3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-ItemPropertyValue                              3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-Job                                            3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-JobTrigger                                     1.1.0.0    PSScheduledJob
Cmdlet          Get-KdsConfiguration                               1.0.0.0    Kds
Cmdlet          Get-KdsRootKey                                     1.0.0.0    Kds
Cmdlet          Get-LocalGroup                                     1.0.0.0    Microsoft.PowerShell.LocalAccounts
Cmdlet          Get-LocalGroupMember                               1.0.0.0    Microsoft.PowerShell.LocalAccounts
Cmdlet          Get-LocalUser                                      1.0.0.0    Microsoft.PowerShell.LocalAccounts
Cmdlet          Get-Location                                       3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-Member                                         3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-Module                                         3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-MsmqCertificate                                1.0.0.0    MSMQ
Cmdlet          Get-MsmqOutgoingQueue                              1.0.0.0    MSMQ
Cmdlet          Get-MsmqQueue                                      1.0.0.0    MSMQ
Cmdlet          Get-MsmqQueueACL                                   1.0.0.0    MSMQ
Cmdlet          Get-MsmqQueueManager                               1.0.0.0    MSMQ
Cmdlet          Get-MsmqQueueManagerACL                            1.0.0.0    MSMQ
Cmdlet          Get-NonRemovableAppsPolicy                         3.0        Dism
Cmdlet          Get-Package                                        1.0.0.1    PackageManagement
Cmdlet          Get-PackageProvider                                1.0.0.1    PackageManagement
Cmdlet          Get-PackageSource                                  1.0.0.1    PackageManagement
Cmdlet          Get-PfxCertificate                                 3.0.0.0    Microsoft.PowerShell.Security
Cmdlet          Get-PfxData                                        1.0.0.0    PKI
Cmdlet          Get-PmemDisk                                       1.0.0.0    PersistentMemory
Cmdlet          Get-PmemPhysicalDevice                             1.0.0.0    PersistentMemory
Cmdlet          Get-PmemUnusedRegion                               1.0.0.0    PersistentMemory
Cmdlet          Get-Process                                        3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-ProcessMitigation                              1.0.11     ProcessMitigations
Cmdlet          Get-ProvisioningPackage                            3.0        Provisioning
Cmdlet          Get-PSBreakpoint                                   3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-PSCallStack                                    3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-PSDrive                                        3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-PSHostProcessInfo                              3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-PSProvider                                     3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-PSReadLineKeyHandler                           2.0.0      PSReadline
Cmdlet          Get-PSReadLineOption                               2.0.0      PSReadline
Cmdlet          Get-PSSession                                      3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-PSSessionCapability                            3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-PSSessionConfiguration                         3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-PSSnapin                                       3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Get-Random                                         3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-Runspace                                       3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-RunspaceDebug                                  3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-ScheduledJob                                   1.1.0.0    PSScheduledJob
Cmdlet          Get-ScheduledJobOption                             1.1.0.0    PSScheduledJob
Cmdlet          Get-SecureBootPolicy                               2.0.0.0    SecureBoot
Cmdlet          Get-SecureBootUEFI                                 2.0.0.0    SecureBoot
Cmdlet          Get-Service                                        3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-SqlCredential                                  15.0       SQLPS
Cmdlet          Get-SqlDatabase                                    15.0       SQLPS
Cmdlet          Get-SqlInstance                                    15.0       SQLPS
Cmdlet          Get-SqlSmartAdmin                                  15.0       SQLPS
Cmdlet          Get-SystemDriver                                   1.0        ConfigCI
Cmdlet          Get-TimeZone                                       3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-TlsCipherSuite                                 2.0.0.0    TLS
Cmdlet          Get-TlsEccCurve                                    2.0.0.0    TLS
Cmdlet          Get-Tpm                                            2.0.0.0    TrustedPlatformModule
Cmdlet          Get-TpmEndorsementKeyInfo                          2.0.0.0    TrustedPlatformModule
Cmdlet          Get-TpmSupportedFeature                            2.0.0.0    TrustedPlatformModule
Cmdlet          Get-TraceSource                                    3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-Transaction                                    3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-TroubleshootingPack                            1.0.0.0    TroubleshootingPack
Cmdlet          Get-TrustedProvisioningCertificate                 3.0        Provisioning
Cmdlet          Get-TypeData                                       3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-UevAppxPackage                                 2.1.639.0  UEV
Cmdlet          Get-UevConfiguration                               2.1.639.0  UEV
Cmdlet          Get-UevStatus                                      2.1.639.0  UEV
Cmdlet          Get-UevTemplate                                    2.1.639.0  UEV
Cmdlet          Get-UevTemplateProgram                             2.1.639.0  UEV
Cmdlet          Get-UICulture                                      3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-Unique                                         3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-UsageAggregates                                4.0.2      AzureRM.UsageAggregates
Cmdlet          Get-Variable                                       3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Get-WAPackCloudService                             5.1.2      Azure
Cmdlet          Get-WAPackCloudVMRoleSizeProfile                   5.1.2      Azure
Cmdlet          Get-WAPackLogicalNetwork                           5.1.2      Azure
Cmdlet          Get-WAPackStaticIPAddressPool                      5.1.2      Azure
Cmdlet          Get-WAPackVM                                       5.1.2      Azure
Cmdlet          Get-WAPackVMOSDisk                                 5.1.2      Azure
Cmdlet          Get-WAPackVMRole                                   5.1.2      Azure
Cmdlet          Get-WAPackVMSizeProfile                            5.1.2      Azure
Cmdlet          Get-WAPackVMSubnet                                 5.1.2      Azure
Cmdlet          Get-WAPackVMTemplate                               5.1.2      Azure
Cmdlet          Get-WAPackVNet                                     5.1.2      Azure
Cmdlet          Get-WebAppDomain                                   1.0.0.0    WebAdministration
Cmdlet          Get-WebApplication                                 1.0.0.0    WebAdministration
Cmdlet          Get-WebAppPoolState                                1.0.0.0    WebAdministration
Cmdlet          Get-WebBinding                                     1.0.0.0    WebAdministration
Cmdlet          Get-WebCentralCertProvider                         1.0.0.0    WebAdministration
Cmdlet          Get-WebConfigFile                                  1.0.0.0    WebAdministration
Cmdlet          Get-WebConfiguration                               1.0.0.0    WebAdministration
Cmdlet          Get-WebConfigurationBackup                         1.0.0.0    WebAdministration
Cmdlet          Get-WebConfigurationLocation                       1.0.0.0    WebAdministration
Cmdlet          Get-WebConfigurationLock                           1.0.0.0    WebAdministration
Cmdlet          Get-WebConfigurationProperty                       1.0.0.0    WebAdministration
Cmdlet          Get-WebFilePath                                    1.0.0.0    WebAdministration
Cmdlet          Get-WebGlobalModule                                1.0.0.0    WebAdministration
Cmdlet          Get-WebHandler                                     1.0.0.0    WebAdministration
Cmdlet          Get-WebItemState                                   1.0.0.0    WebAdministration
Cmdlet          Get-WebManagedModule                               1.0.0.0    WebAdministration
Cmdlet          Get-WebRequest                                     1.0.0.0    WebAdministration
Cmdlet          Get-Website                                        1.0.0.0    WebAdministration
Cmdlet          Get-WebsiteState                                   1.0.0.0    WebAdministration
Cmdlet          Get-WebURL                                         1.0.0.0    WebAdministration
Cmdlet          Get-WebVirtualDirectory                            1.0.0.0    WebAdministration
Cmdlet          Get-WheaMemoryPolicy                               2.0.0.0    Whea
Cmdlet          Get-WIMBootEntry                                   3.0        Dism
Cmdlet          Get-WinAcceptLanguageFromLanguageListOptOut        2.0.0.0    International
Cmdlet          Get-WinCultureFromLanguageListOptOut               2.0.0.0    International
Cmdlet          Get-WinDefaultInputMethodOverride                  2.0.0.0    International
Cmdlet          Get-WindowsCapability                              3.0        Dism
Cmdlet          Get-WindowsDeveloperLicense                        1.0.0.0    WindowsDeveloperLicense
Cmdlet          Get-WindowsDriver                                  3.0        Dism
Cmdlet          Get-WindowsEdition                                 3.0        Dism
Cmdlet          Get-WindowsErrorReporting                          1.0        WindowsErrorReporting
Cmdlet          Get-WindowsImage                                   3.0        Dism
Cmdlet          Get-WindowsImageContent                            3.0        Dism
Cmdlet          Get-WindowsOptionalFeature                         3.0        Dism
Cmdlet          Get-WindowsPackage                                 3.0        Dism
Cmdlet          Get-WindowsSearchSetting                           1.0.0.0    WindowsSearch
Cmdlet          Get-WinEvent                                       3.0.0.0    Microsoft.PowerShell.Diagnostics
Cmdlet          Get-WinHomeLocation                                2.0.0.0    International
Cmdlet          Get-WinLanguageBarOption                           2.0.0.0    International
Cmdlet          Get-WinSystemLocale                                2.0.0.0    International
Cmdlet          Get-WinUILanguageOverride                          2.0.0.0    International
Cmdlet          Get-WinUserLanguageList                            2.0.0.0    International
Cmdlet          Get-WmiObject                                      3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Get-WSManCredSSP                                   3.0.0.0    Microsoft.WSMan.Management
Cmdlet          Get-WSManInstance                                  3.0.0.0    Microsoft.WSMan.Management
Cmdlet          Grant-AzureHDInsightHttpServicesAccess             5.1.2      Azure
Cmdlet          Grant-AzureHDInsightRdpAccess                      5.1.2      Azure
Cmdlet          Grant-AzureRmDiskAccess                            4.6.0      AzureRM.Compute
Cmdlet          Grant-AzureRmHDInsightHttpServicesAccess           4.1.2      AzureRM.HDInsight
Cmdlet          Grant-AzureRmHDInsightRdpServicesAccess            4.1.2      AzureRM.HDInsight
Cmdlet          Grant-AzureRmSnapshotAccess                        4.6.0      AzureRM.Compute
Cmdlet          Group-Object                                       3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Import-Alias                                       3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Import-AzureKeyVaultCertificate                    4.3.0      AzureRM.KeyVault
Cmdlet          Import-AzurePublishSettingsFile                    5.1.2      Azure
Cmdlet          Import-AzureRmApiManagementApi                     5.1.2      AzureRM.ApiManagement
Cmdlet          Import-AzureRmApiManagementHostnameCertificate     5.1.2      AzureRM.ApiManagement
Cmdlet          Import-AzureRmAutomationDscConfiguration           4.3.2      AzureRM.Automation
Cmdlet          Import-AzureRmAutomationDscNodeConfiguration       4.3.2      AzureRM.Automation
Cmdlet          Import-AzureRmAutomationRunbook                    4.3.2      AzureRM.Automation
Cmdlet          Import-AzureRmContext                              4.6.0      AzureRM.Profile
Cmdlet          Import-AzureRmDataLakeStoreItem                    5.2.0      AzureRM.DataLakeStore
Cmdlet          Import-AzureRmMlWebService                         0.17.2     AzureRM.MachineLearning
Cmdlet          Import-AzureRmRecoveryServicesAsrVaultSettingsFile 0.2.4      AzureRM.RecoveryServices.SiteRecovery
Cmdlet          Import-AzureRmRedisCache                           4.1.2      AzureRM.RedisCache
Cmdlet          Import-AzureRmSiteRecoveryVaultSettingsFile        5.0.6      AzureRM.SiteRecovery
Cmdlet          Import-AzureSiteRecoveryVaultSettingsFile          5.1.2      Azure
Cmdlet          Import-AzureStorSimpleLegacyApplianceConfig        5.1.2      Azure
Cmdlet          Import-AzureStorSimpleLegacyVolumeContainer        5.1.2      Azure
Cmdlet          Import-AzureVM                                     5.1.2      Azure
Cmdlet          Import-BinaryMiLog                                 1.0.0.0    CimCmdlets
Cmdlet          Import-Certificate                                 1.0.0.0    PKI
Cmdlet          Import-Clixml                                      3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Import-Counter                                     3.0.0.0    Microsoft.PowerShell.Diagnostics
Cmdlet          Import-Csv                                         3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Import-LocalizedData                               3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Import-Module                                      3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Import-PackageProvider                             1.0.0.1    PackageManagement
Cmdlet          Import-PfxCertificate                              1.0.0.0    PKI
Cmdlet          Import-PSSession                                   3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Import-StartLayout                                 1.0.0.0    StartLayout
Cmdlet          Import-TpmOwnerAuth                                2.0.0.0    TrustedPlatformModule
Cmdlet          Import-UevConfiguration                            2.1.639.0  UEV
Cmdlet          Initialize-PmemPhysicalDevice                      1.0.0.0    PersistentMemory
Cmdlet          Initialize-Tpm                                     2.0.0.0    TrustedPlatformModule
Cmdlet          Install-AzureRmServerManagementGatewayProfile      4.1.2      AzureRM.ServerManagement
Cmdlet          Install-Package                                    1.0.0.1    PackageManagement
Cmdlet          Install-PackageProvider                            1.0.0.1    PackageManagement
Cmdlet          Install-ProvisioningPackage                        3.0        Provisioning
Cmdlet          Install-TrustedProvisioningCertificate             3.0        Provisioning
Cmdlet          Invoke-AzureHDInsightHiveJob                       5.1.2      Azure
Cmdlet          Invoke-AzureRecoveryServicesVaultUpgrade           5.1.2      Azure
Cmdlet          Invoke-AzureRmDataFactoryV2IntegrationRuntimeUp... 0.5.3      AzureRM.DataFactoryV2
Cmdlet          Invoke-AzureRmDataFactoryV2Pipeline                0.5.3      AzureRM.DataFactoryV2
Cmdlet          Invoke-AzureRmHDInsightHiveJob                     4.1.2      AzureRM.HDInsight
Cmdlet          Invoke-AzureRmOperationalInsightsQuery             4.3.2      AzureRM.OperationalInsights
Cmdlet          Invoke-AzureRmResourceAction                       5.5.2      AzureRM.Resources
Cmdlet          Invoke-AzureRmServerManagementPowerShellCommand    4.1.2      AzureRM.ServerManagement
Cmdlet          Invoke-AzureRmVMRunCommand                         4.6.0      AzureRM.Compute
Cmdlet          Invoke-CimMethod                                   1.0.0.0    CimCmdlets
Cmdlet          Invoke-Command                                     3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Invoke-CommandInDesktopPackage                     2.0.1.0    Appx
Cmdlet          Invoke-DscResource                                 1.1        PSDesiredStateConfiguration
Cmdlet          Invoke-Expression                                  3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Invoke-History                                     3.0.0.0    Microsoft.PowerShell.Core
Cmdlet          Invoke-Item                                        3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Invoke-PolicyEvaluation                            15.0       SQLPS
Cmdlet          Invoke-RestMethod                                  3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Invoke-Sqlcmd                                      15.0       SQLPS
Cmdlet          Invoke-TroubleshootingPack                         1.0.0.0    TroubleshootingPack
Cmdlet          Invoke-WebRequest                                  3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Invoke-WmiMethod                                   3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Invoke-WSManAction                                 3.0.0.0    Microsoft.WSMan.Management
Cmdlet          Join-AzureRmDataLakeStoreItem                      5.2.0      AzureRM.DataLakeStore
Cmdlet          Join-DtcDiagnosticResourceManager                  1.0.0.0    MsDtc
Cmdlet          Join-Path                                          3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Join-SqlAvailabilityGroup                          15.0       SQLPS
Cmdlet          Limit-EventLog                                     3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Measure-Command                                    3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Measure-Object                                     3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Merge-CIPolicy                                     1.0        ConfigCI
Cmdlet          Mount-AppvClientConnectionGroup                    1.0.0.0    AppvClient
Cmdlet          Mount-AppvClientPackage                            1.0.0.0    AppvClient
Cmdlet          Mount-AppxVolume                                   2.0.1.0    Appx
Cmdlet          Mount-WindowsImage                                 3.0        Dism
Cmdlet          Move-AppxPackage                                   2.0.1.0    Appx
Cmdlet          Move-AzureDeployment                               5.1.2      Azure
Cmdlet          Move-AzureNetworkSecurityGroup                     5.1.2      Azure
Cmdlet          Move-AzureReservedIP                               5.1.2      Azure
Cmdlet          Move-AzureRmDataLakeStoreItem                      5.2.0      AzureRM.DataLakeStore
Cmdlet          Move-AzureRmExpressRouteCircuit                    5.4.2      AzureRM.Network
Cmdlet          Move-AzureRmMlCommitmentAssociation                0.17.2     AzureRM.MachineLearning
Cmdlet          Move-AzureRmResource                               5.5.2      AzureRM.Resources
Cmdlet          Move-AzureRouteTable                               5.1.2      Azure
Cmdlet          Move-AzureService                                  5.1.2      Azure
Cmdlet          Move-AzureStorageAccount                           5.1.2      Azure
Cmdlet          Move-AzureVirtualNetwork                           5.1.2      Azure
Cmdlet          Move-Item                                          3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Move-ItemProperty                                  3.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Move-MsmqMessage                                   1.0.0.0    MSMQ
Cmdlet          New-Alias                                          3.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          New-AppLockerPolicy                                2.0.0.0    AppLocker
Cmdlet          New-AzureAclConfig                                 5.1.2      Azure
Cmdlet          New-AzureAffinityGroup                             5.1.2      Azure
Cmdlet          New-AzureApplicationGateway                        5.1.2      Azure
Cmdlet          New-AzureAutomationAccount                         5.1.2      Azure
Cmdlet          New-AzureAutomationCertificate                     5.1.2      Azure
Cmdlet          New-AzureAutomationConnection                      5.1.2      Azure
Cmdlet          New-AzureAutomationCredential                      5.1.2      Azure
Cmdlet          New-AzureAutomationModule                          5.1.2      Azure
Cmdlet          New-AzureAutomationRunbook                         5.1.2      Azure
Cmdlet          New-AzureAutomationSchedule                        5.1.2      Azure
Cmdlet          New-AzureAutomationVariable                        5.1.2      Azure
Cmdlet          New-AzureBatchCertificate                          4.0.6      AzureRM.Batch
Cmdlet          New-AzureBatchComputeNodeUser                      4.0.6      AzureRM.Batch
Cmdlet          New-AzureBatchJob                                  4.0.6      AzureRM.Batch
Cmdlet          New-AzureBatchJobSchedule                          4.0.6      AzureRM.Batch
Cmdlet          New-AzureBatchPool                                 4.0.6      AzureRM.Batch
Cmdlet          New-AzureBatchTask                                 4.0.6      AzureRM.Batch
Cmdlet          New-AzureCertificateSetting                        5.1.2      Azure
Cmdlet          New-AzureDeployment                                5.1.2      Azure
Cmdlet          New-AzureDns                                       5.1.2      Azure
Cmdlet          New-AzureHDInsightCluster                          5.1.2      Azure
Cmdlet          New-AzureHDInsightClusterConfig                    5.1.2      Azure
Cmdlet          New-AzureHDInsightHiveJobDefinition                5.1.2      Azure
Cmdlet          New-AzureHDInsightMapReduceJobDefinition           5.1.2      Azure
Cmdlet          New-AzureHDInsightPigJobDefinition                 5.1.2      Azure
Cmdlet          New-AzureHDInsightSqoopJobDefinition               5.1.2      Azure
Cmdlet          New-AzureHDInsightStreamingMapReduceJobDefinition  5.1.2      Azure
Cmdlet          New-AzureInternalLoadBalancerConfig                5.1.2      Azure
Cmdlet          New-AzureIPTag                                     5.1.2      Azure
Cmdlet          New-AzureKeyVaultCertificateAdministratorDetails   4.3.0      AzureRM.KeyVault
Cmdlet          New-AzureKeyVaultCertificateOrganizationDetails    4.3.0      AzureRM.KeyVault
Cmdlet          New-AzureKeyVaultCertificatePolicy                 4.3.0      AzureRM.KeyVault
Cmdlet          New-AzureLocalNetworkGateway                       5.1.2      Azure
Cmdlet          New-AzureMediaServicesAccount                      5.1.2      Azure
Cmdlet          New-AzureMediaServicesKey                          5.1.2      Azure
Cmdlet          New-AzureNetworkSecurityGroup                      5.1.2      Azure
Cmdlet          New-AzureProfile                                   5.1.2      Azure
Cmdlet          New-AzureQuickVM                                   5.1.2      Azure
Cmdlet          New-AzureReservedIP                                5.1.2      Azure
Cmdlet          New-AzureRmActionGroup                             4.0.4      AzureRM.Insights
Cmdlet          New-AzureRmActionGroupReceiver                     4.0.4      AzureRM.Insights
Cmdlet          New-AzureRmActivityLogAlertCondition               4.0.4      AzureRM.Insights
Cmdlet          New-AzureRmADAppCredential                         5.5.2      AzureRM.Resources
Cmdlet          New-AzureRmADApplication                           5.5.2      AzureRM.Resources
Cmdlet          New-AzureRmADServicePrincipal                      5.5.2      AzureRM.Resources
Cmdlet          New-AzureRmADSpCredential                          5.5.2      AzureRM.Resources
Cmdlet          New-AzureRmADUser                                  5.5.2      AzureRM.Resources
Cmdlet          New-AzureRmAlertRuleEmail                          4.0.4      AzureRM.Insights
Cmdlet          New-AzureRmAlertRuleWebhook                        4.0.4      AzureRM.Insights
Cmdlet          New-AzureRmAnalysisServicesFirewallConfig          0.6.6      AzureRM.AnalysisServices
Cmdlet          New-AzureRmAnalysisServicesFirewallRule            0.6.6      AzureRM.AnalysisServices
Cmdlet          New-AzureRmAnalysisServicesServer                  0.6.6      AzureRM.AnalysisServices
Cmdlet          New-AzureRmApiManagement                           5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementApi                        5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementAuthorizationServer        5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementBackend                    5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementBackendCredential          5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementBackendProxy               5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementCertificate                5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementContext                    5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementGroup                      5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementHostnameConfiguration      5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementIdentityProvider           5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementLogger                     5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementOpenIdConnectProvider      5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementOperation                  5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementProduct                    5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementProperty                   5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementRegion                     5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementSubscription               5.1.2      AzureRM.ApiManagement
Cmdlet          New-AzureRmApiManagementUser                       5.1.2      AzureRM.ApiManagement
